Name,Row,Column,Label,Unnamed: 4
mcr_lter2_out10m_pole4-5_qu8_20100406.jpg,525,673,crustose_coralline_algae,
mcr_lter6_fringingreef_pole3-4_qu7_20090413.jpg,1802,1846,off,
mcr_lter4_out10m_pole3-4_qu6_20090407.jpg,1057,1903,off,
mcr_lter3_out10m_pole5-6_qu6_20080404.jpg,1546,1724,macroalgae,
mcr_lter2_fringingreef_pole4-5_qu6_20090402.jpg,1146,796,turf,
mcr_lter1_fringingreef_pole1-2_qu5_20100411.jpg,774,1143,porites,
mcr_lter6_out17m_pole4-5_qu5_20090331.jpg,906,1390,macroalgae,
mcr_lter4_out17m_pole4-5_qu6_20090407.jpg,295,216,macroalgae,
mcr_lter6_out10m_pole2-3_qu8_20090331.jpg,1940,1219,off,
mcr_lter2_fringingreef_pole4-5_qu8_20090402.jpg,354,1085,crustose_coralline_algae,
mcr_lter1_fringingreef_pole3-4_qu4_20100411.jpg,1459,1092,porites,
mcr_lter5_fringingreef_pole5-6_qu6_20100414.jpg,1633,832,crustose_coralline_algae,
mcr_lter6_out10m_pole5-6_qu1_20090331.jpg,821,262,turf,
mcr_lter3_fringingreef_pole4-5_qu6_20090412.jpg,1225,269,turf,
mcr_lter6_fringingreef_pole1-2_qu4_20090413.jpg,753,721,sand,
mcr_lter2_out10m_pole5-6_qu8_20090408.jpg,572,978,crustose_coralline_algae,
mcr_lter4_fringingreef_pole4-5_qu8_20090412.jpg,322,89,sand,
mcr_lter4_fringingreef_pole4-5_qu6_20090412.jpg,1754,282,sand,
mcr_lter2_fringingreef_pole4-5_qu6_20090402.jpg,1924,1017,off,
mcr_lter2_fringingreef_pole3-4_qu5_20100411.jpg,1301,775,crustose_coralline_algae,
mcr_lter6_out10m_pole1-2_qu1_20100410.jpg,1048,134,crustose_coralline_algae,
mcr_lter5_fringingreef_pole2-3_qu7_20090413.jpg,844,1419,sand,
mcr_lter3_fringingreef_pole2-3_qu6_20090412.jpg,633,394,sand,
mcr_lter2_out10m_pole1-2_qu6_20080410.jpg,165,204,macroalgae,
mcr_lter1_out17m_pole5-6_qu7_20090330.jpg,1517,1269,macroalgae,
mcr_lter2_fringingreef_pole2-3_qu6_20100411.jpg,775,384,crustose_coralline_algae,
mcr_lter5_out17m_pole5-6_qu4_20090410.jpg,1505,705,crustose_coralline_algae,
mcr_lter3_fringingreef_pole3-4_qu7_20090412.jpg,1065,1120,crustose_coralline_algae,
mcr_lter2_fringingreef_pole1-2_qu2_20100411.jpg,208,1335,porites,
mcr_lter3_fringingreef_pole1-2_qu1_20100413.jpg,1358,599,sand,
mcr_lter6_out10m_pole1-2_qu5_20080406.jpg,1813,1071,macroalgae,
mcr_lter1_fringingreef_pole2-3_qu5_20090402.jpg,1764,577,porites,
mcr_lter2_fringingreef_pole3-4_qu8_20080404.jpg,688,1626,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,726,1590,porites,
mcr_lter1_out10m_pole4-5_qu8_20090330.jpg,1573,826,turf,
mcr_lter1_fringingreef_pole5-6_qu7_20100411.jpg,670,1309,sand,
mcr_lter2_out17m_pole4-5_qu3_20100406.jpg,1005,486,crustose_coralline_algae,
mcr_lter6_fringingreef_pole4-5_qu1_20090413.jpg,66,1252,off,
mcr_lter5_out17m_pole4-5_qu6_20090410.jpg,1766,401,crustose_coralline_algae,
mcr_lter2_out10m_pole2-3_qu6_20100406.jpg,209,85,off,
mcr_lter5_out10m_pole3-4_qu7_20080408.jpg,571,374,turf,
mcr_lter5_fringingreef_pole1-2_qu2_20080502.jpg,1448,816,porites,
mcr_lter6_out10m_pole5-6_qu7_20090331.jpg,1178,689,turf,
mcr_lter2_fringingreef_pole4-5_qu3_20080404.jpg,825,1262,turf,
mcr_lter4_out10m_pole5-6_qu8_20080407.jpg,1382,795,macroalgae,
mcr_lter4_out10m_pole1-2_qu6_20100412.jpg,924,125,off,
mcr_lter6_out17m_pole1-2_qu7_20090331.jpg,235,1973,crustose_coralline_algae,
mcr_lter3_fringingreef_pole3-4_qu2_20090412.jpg,1554,1233,macroalgae,
mcr_lter6_fringingreef_pole5-6_qu3_20100414.jpg,200,729,crustose_coralline_algae,
mcr_lter2_fringingreef_pole5-6_qu2_20090402.jpg,274,1163,porites,
mcr_lter2_out17m_pole1-2_qu1_20100406.jpg,152,1596,off,
mcr_lter2_out10m_pole5-6_qu4_20090408.jpg,853,275,macroalgae,
mcr_lter3_fringingreef_pole2-3_qu5_20100413.jpg,852,1513,off,
mcr_lter5_out17m_pole5-6_qu2_20100408.jpg,1200,481,crustose_coralline_algae,
mcr_lter2_fringingreef_pole3-4_qu1_20080404.jpg,1175,874,sand,
mcr_lter2_fringingreef_pole5-6_qu2_20090402.jpg,1180,1100,porites,
mcr_lter3_out10m_pole4-5_qu1_20090406.jpg,1602,452,crustose_coralline_algae,
mcr_lter3_out10m_pole5-6_qu3_20090406.jpg,1101,1841,crustose_coralline_algae,
mcr_lter5_fringingreef_pole3-4_qu7_20090413.jpg,236,1731,porites,
mcr_lter5_out10m_pole5-6_qu8_20080408.jpg,1864,1155,macroalgae,
mcr_lter3_out17m_pole4-5_qu4_20090406.jpg,129,294,macroalgae,
mcr_lter2_out10m_pole5-6_qu7_20090408.jpg,796,1547,macroalgae,
mcr_lter5_fringingreef_pole3-4_qu5_20080502.jpg,1751,619,porites,
mcr_lter2_fringingreef_pole4-5_qu6_20080404.jpg,111,817,porites,
mcr_lter6_out10m_pole1-2_qu1_20090331.jpg,379,1582,macroalgae,
mcr_lter6_out17m_pole5-6_qu2_20080406.jpg,899,1518,crustose_coralline_algae,
mcr_lter3_fringingreef_pole5-6_qu6_20080503.jpg,1347,764,sand,
mcr_lter1_out17m_pole1-2_qu2_20100404.jpg,1216,496,crustose_coralline_algae,
mcr_lter1_out17m_pole5-6_qu2_20080411.jpg,612,1162,turf,
mcr_lter1_fringingreef_pole5-6_qu8_20080415.jpg,1182,434,sand,
mcr_lter2_out17m_pole3-4_qu3_20080410.jpg,1604,1282,sand,
mcr_lter3_fringingreef_pole4-5_qu8_20080503.jpg,1740,634,turf,
mcr_lter1_out17m_pole2-3_qu5_20090330.jpg,1509,916,turf,
mcr_lter4_fringingreef_pole5-6_qu8_20080504.jpg,904,547,porites,
mcr_lter1_fringingreef_pole3-4_qu8_20100411.jpg,148,604,porites,
mcr_lter2_out10m_pole1-2_qu7_20100406.jpg,1152,1461,macroalgae,
mcr_lter4_out17m_pole1-2_qu7_20080407.jpg,1368,231,sand,
mcr_lter2_out10m_pole3-4_qu1_20090408.jpg,275,658,crustose_coralline_algae,
mcr_lter3_out10m_pole5-6_qu6_20100407.jpg,1675,901,off,
mcr_lter1_fringingreef_pole4-5_qu5_20080415.jpg,1659,1569,sand,
mcr_lter5_fringingreef_pole5-6_qu7_20100414.jpg,1451,1259,porites,
mcr_lter1_out17m_pole1-2_qu8_20080411.jpg,1670,1789,porites,
mcr_lter4_fringingreef_pole2-3_qu4_20080503.jpg,327,261,sand,
mcr_lter1_out10m_pole3-4_qu2_20100404.jpg,730,351,macroalgae,
mcr_lter5_fringingreef_pole1-2_qu4_20080502.jpg,1196,418,porites,
mcr_lter2_fringingreef_pole2-3_qu2_20100411.jpg,579,1695,porites,
mcr_lter2_fringingreef_pole3-4_qu4_20100411.jpg,128,610,off,
mcr_lter6_out10m_pole1-2_qu5_20090331.jpg,546,1322,macroalgae,
mcr_lter3_fringingreef_pole5-6_qu3_20080503.jpg,593,949,sand,
mcr_lter3_out10m_pole3-4_qu1_20080404.jpg,1524,746,macroalgae,
mcr_lter5_out10m_pole3-4_qu2_20100408.jpg,128,330,crustose_coralline_algae,
mcr_lter2_fringingreef_pole1-2_qu2_20100411.jpg,483,975,porites,
mcr_lter3_fringingreef_pole3-4_qu7_20090412.jpg,65,877,off,
mcr_lter2_fringingreef_pole4-5_qu4_20090402.jpg,1549,1019,turf,
mcr_lter1_out10m_pole4-5_qu2_20100404.jpg,1561,1024,macroalgae,
mcr_lter2_out10m_pole3-4_qu8_20100406.jpg,144,187,porites,
mcr_lter5_out17m_pole2-3_qu1_20080408.jpg,1260,834,crustose_coralline_algae,
mcr_lter2_fringingreef_pole2-3_qu1_20090402.jpg,680,527,porites,
mcr_lter2_fringingreef_pole1-2_qu4_20100411.jpg,1055,107,off,
mcr_lter3_out10m_pole1-2_qu1_20090406.jpg,600,1863,off,
mcr_lter3_out17m_pole2-3_qu5_20100407.jpg,272,86,off,
mcr_lter1_fringingreef_pole2-3_qu2_20090402.jpg,895,1344,porites,
mcr_lter2_fringingreef_pole4-5_qu3_20100411.jpg,540,1023,crustose_coralline_algae,
mcr_lter4_out10m_pole4-5_qu7_20090407.jpg,1431,1015,crustose_coralline_algae,
mcr_lter4_fringingreef_pole1-2_qu3_20090412.jpg,666,783,sand,
mcr_lter3_out17m_pole2-3_qu6_20090406.jpg,1424,295,macroalgae,
mcr_lter1_fringingreef_pole4-5_qu5_20080415.jpg,1293,1687,porites,
mcr_lter5_out10m_pole5-6_qu8_20090423.jpg,1324,906,macroalgae,
mcr_lter4_out17m_pole4-5_qu1_20100412.jpg,1370,104,off,
mcr_lter6_out17m_pole3-4_qu2_20100410.jpg,1833,1051,crustose_coralline_algae,
mcr_lter6_out10m_pole3-4_qu1_20090331.jpg,1538,181,turf,
mcr_lter5_out10m_pole3-4_qu2_20080408.jpg,736,323,turf,
mcr_lter4_fringingreef_pole5-6_qu4_20090412.jpg,63,903,off,
mcr_lter3_fringingreef_pole3-4_qu8_20090412.jpg,1821,659,off,
mcr_lter5_fringingreef_pole2-3_qu3_20100414.jpg,858,423,sand,
mcr_lter5_out17m_pole4-5_qu8_20100408.jpg,1365,1135,crustose_coralline_algae,
mcr_lter3_out10m_pole3-4_qu7_20080404.jpg,1705,145,macroalgae,
mcr_lter4_out10m_pole2-3_qu1_20100412.jpg,1728,1061,crustose_coralline_algae,
mcr_lter5_out10m_pole1-2_qu2_20100408.jpg,1887,524,off,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,495,763,porites,
mcr_lter1_fringingreef_pole4-5_qu1_20080415.jpg,1299,145,porites,
mcr_lter4_out17m_pole4-5_qu2_20090407.jpg,258,1435,crustose_coralline_algae,
mcr_lter2_out17m_pole5-6_qu8_20100406.jpg,495,972,crustose_coralline_algae,
mcr_lter3_out10m_pole5-6_qu7_20090406.jpg,1563,1578,macroalgae,
mcr_lter1_out17m_pole4-5_qu6_20100404.jpg,316,1619,crustose_coralline_algae,
mcr_lter4_fringingreef_pole4-5_qu2_20080504.jpg,1475,207,sand,
mcr_lter2_out17m_pole1-2_qu7_20100406.jpg,1793,661,off,
mcr_lter1_fringingreef_pole4-5_qu2_20100411.jpg,1677,1416,sand,
mcr_lter3_fringingreef_pole3-4_qu1_20100413.jpg,80,707,off,
mcr_lter1_fringingreef_pole4-5_qu3_20080415.jpg,718,253,sand,
mcr_lter2_out17m_pole1-2_qu2_20100406.jpg,192,370,crustose_coralline_algae,
mcr_lter2_out17m_pole3-4_qu7_20090408.jpg,133,442,turf,
mcr_lter3_fringingreef_pole2-3_qu6_20090412.jpg,1380,982,turf,
mcr_lter5_out10m_pole5-6_qu8_20090423.jpg,1294,592,turf,
mcr_lter3_fringingreef_pole1-2_qu7_20100413.jpg,462,959,sand,
mcr_lter5_fringingreef_pole5-6_qu6_20100414.jpg,721,183,porites,
i0325b.png,648,563,sand,
mcr_lter5_fringingreef_pole5-6_qu1_20080502.jpg,1569,1739,off,
mcr_lter5_out10m_pole4-5_qu3_20090423.jpg,1763,1573,macroalgae,
mcr_lter6_fringingreef_pole5-6_qu6_20100414.jpg,1232,1283,sand,
mcr_lter2_fringingreef_pole3-4_qu4_20100411.jpg,1530,152,porites,
mcr_lter4_fringingreef_pole1-2_qu7_20090412.jpg,609,607,sand,
mcr_lter1_out10m_pole3-4_qu6_20090330.jpg,1783,560,crustose_coralline_algae,
mcr_lter1_out10m_pole4-5_qu7_20090330.jpg,1274,701,crustose_coralline_algae,
mcr_lter2_out17m_pole4-5_qu1_20090408.jpg,815,608,turf,
mcr_lter3_out17m_pole2-3_qu8_20090406.jpg,1791,997,off,
mcr_lter1_fringingreef_pole2-3_qu3_20100411.jpg,1353,351,porites,
mcr_lter4_fringingreef_pole3-4_qu3_20100413.jpg,618,570,sand,
mcr_lter4_out17m_pole5-6_qu8_20090407.jpg,1639,161,macroalgae,
mcr_lter4_out10m_pole4-5_qu3_20100412.jpg,521,1650,macroalgae,
mcr_lter3_out10m_pole4-5_qu4_20080404.jpg,835,334,macroalgae,
mcr_lter4_out10m_pole3-4_qu5_20100412.jpg,144,1284,off,
mcr_lter5_fringingreef_pole3-4_qu6_20090413.jpg,1796,1475,porites,
mcr_lter2_out17m_pole4-5_qu8_20080410.jpg,1194,1358,porites,
mcr_lter4_out10m_pole3-4_qu1_20100412.jpg,749,791,crustose_coralline_algae,
mcr_lter5_out17m_pole2-3_qu1_20090410.jpg,282,1228,sand,
mcr_lter4_fringingreef_pole2-3_qu4_20090412.jpg,125,174,sand,
mcr_lter5_out10m_pole4-5_qu6_20090423.jpg,84,1604,off,
mcr_lter6_fringingreef_pole5-6_qu3_20090413.jpg,1206,457,macroalgae,
mcr_lter2_fringingreef_pole1-2_qu2_20090402.jpg,603,926,porites,
mcr_lter3_fringingreef_pole2-3_qu6_20100413.jpg,496,899,sand,
mcr_lter5_fringingreef_pole3-4_qu6_20080502.jpg,1353,254,porites,
mcr_lter4_fringingreef_pole4-5_qu5_20100413.jpg,1113,308,sand,
mcr_lter2_out10m_pole5-6_qu4_20100406.jpg,1759,625,off,
mcr_lter6_out17m_pole2-3_qu4_20080406.jpg,1766,404,off,
mcr_lter3_fringingreef_pole4-5_qu6_20100413.jpg,936,297,off,
mcr_lter2_fringingreef_pole2-3_qu7_20090402.jpg,1877,1624,sand,
mcr_lter6_fringingreef_pole3-4_qu8_20100414.jpg,550,885,sand,
mcr_lter2_fringingreef_pole2-3_qu6_20080404.jpg,847,1370,sand,
mcr_lter3_out10m_pole5-6_qu4_20080404.jpg,1862,1607,turf,
mcr_lter5_out17m_pole4-5_qu7_20090410.jpg,1186,993,off,
mcr_lter4_fringingreef_pole2-3_qu6_20100413.jpg,393,502,sand,
mcr_lter3_out17m_pole5-6_qu8_20100407.jpg,879,299,crustose_coralline_algae,
mcr_lter3_out10m_pole5-6_qu5_20100407.jpg,406,827,crustose_coralline_algae,
mcr_lter1_fringingreef_pole5-6_qu2_20090402.jpg,1173,803,sand,
mcr_lter4_fringingreef_pole3-4_qu4_20080504.jpg,699,1587,sand,
mcr_lter1_fringingreef_pole3-4_qu1_20090402.jpg,1024,1157,porites,
mcr_lter2_out17m_pole5-6_qu4_20100406.jpg,1807,1009,off,
mcr_lter5_out17m_pole4-5_qu3_20100408.jpg,1084,979,crustose_coralline_algae,
mcr_lter4_fringingreef_pole2-3_qu2_20100413.jpg,281,369,sand,
mcr_lter4_out17m_pole1-2_qu3_20100412.jpg,304,148,porites,
mcr_lter3_out10m_pole2-3_qu2_20080404.jpg,379,897,crustose_coralline_algae,
mcr_lter6_fringingreef_pole3-4_qu7_20090413.jpg,1184,1120,macroalgae,
mcr_lter4_fringingreef_pole2-3_qu5_20080503.jpg,273,114,sand,
mcr_lter4_out17m_pole4-5_qu3_20100412.jpg,1386,1160,crustose_coralline_algae,
mcr_lter1_out17m_pole3-4_qu1_20080411.jpg,244,356,porites,
mcr_lter4_fringingreef_pole4-5_qu8_20080504.jpg,1520,378,sand,
mcr_lter2_out10m_pole4-5_qu8_20090408.jpg,1573,1866,off,
mcr_lter5_fringingreef_pole1-2_qu3_20080502.jpg,1320,278,sand,
mcr_lter1_out10m_pole1-2_qu2_20090330.jpg,1114,258,turf,
mcr_lter1_out10m_pole5-6_qu8_20080403.jpg,299,1809,macroalgae,
mcr_lter5_fringingreef_pole1-2_qu5_20080502.jpg,621,1021,porites,
mcr_lter3_out17m_pole1-2_qu6_20090406.jpg,1421,748,macroalgae,
mcr_lter2_fringingreef_pole3-4_qu6_20080404.jpg,225,373,sand,
mcr_lter5_fringingreef_pole5-6_qu2_20080502.jpg,726,611,turf,
mcr_lter4_fringingreef_pole3-4_qu3_20100413.jpg,1634,849,off,
mcr_lter2_out10m_pole2-3_qu1_20100406.jpg,1539,1750,off,
mcr_lter2_fringingreef_pole3-4_qu3_20100411.jpg,995,1816,off,
mcr_lter1_out17m_pole5-6_qu6_20090330.jpg,1519,255,turf,
mcr_lter4_out10m_pole5-6_qu6_20090407.jpg,401,379,crustose_coralline_algae,
mcr_lter6_out17m_pole5-6_qu3_20090331.jpg,1059,882,macroalgae,
mcr_lter4_fringingreef_pole4-5_qu7_20090412.jpg,779,1416,turf,
mcr_lter4_fringingreef_pole2-3_qu1_20080503.jpg,245,1297,macroalgae,
mcr_lter1_out10m_pole4-5_qu2_20100404.jpg,1545,1198,macroalgae,
mcr_lter1_fringingreef_pole3-4_qu8_20080415.jpg,482,895,porites,
mcr_lter2_fringingreef_pole1-2_qu8_20080404.jpg,917,882,turf,
mcr_lter2_fringingreef_pole5-6_qu4_20100411.jpg,1445,188,turf,
mcr_lter5_fringingreef_pole4-5_qu7_20090413.jpg,593,1249,sand,
mcr_lter1_out17m_pole3-4_qu3_20080411.jpg,1153,1071,macroalgae,
mcr_lter5_out17m_pole5-6_qu3_20090410.jpg,588,1047,turf,
mcr_lter6_out10m_pole5-6_qu7_20090331.jpg,586,1382,turf,
mcr_lter4_fringingreef_pole3-4_qu4_20090412.jpg,272,1712,turf,
mcr_lter1_out17m_pole3-4_qu4_20100404.jpg,897,591,crustose_coralline_algae,
mcr_lter4_out17m_pole1-2_qu3_20100412.jpg,349,225,crustose_coralline_algae,
mcr_lter2_out17m_pole5-6_qu2_20080410.jpg,895,812,turf,
mcr_lter2_out10m_pole1-2_qu1_20080410.jpg,654,190,macroalgae,
mcr_lter1_fringingreef_pole3-4_qu5_20090402.jpg,1921,1756,porites,
mcr_lter4_out10m_pole1-2_qu5_20090407.jpg,370,1842,macroalgae,
mcr_lter2_out10m_pole4-5_qu3_20080410.jpg,428,175,turf,
mcr_lter1_out10m_pole4-5_qu4_20080403.jpg,714,1261,macroalgae,
mcr_lter6_fringingreef_pole1-2_qu3_20090413.jpg,1579,657,crustose_coralline_algae,
mcr_lter3_fringingreef_pole2-3_qu8_20100413.jpg,1332,1455,crustose_coralline_algae,
mcr_lter4_fringingreef_pole1-2_qu8_20080503.jpg,957,209,sand,
mcr_lter5_fringingreef_pole1-2_qu6_20100414.jpg,964,1150,off,
mcr_lter6_out10m_pole4-5_qu7_20080406.jpg,1446,1366,crustose_coralline_algae,
mcr_lter6_out10m_pole3-4_qu4_20090331.jpg,1367,1256,macroalgae,
mcr_lter6_fringingreef_pole1-2_qu7_20100414.jpg,1026,1256,crustose_coralline_algae,
mcr_lter1_out10m_pole3-4_qu5_20090330.jpg,58,1927,off,
mcr_lter3_out17m_pole1-2_qu6_20080404.jpg,1417,321,macroalgae,
mcr_lter5_out17m_pole2-3_qu5_20090410.jpg,167,98,off,
mcr_lter4_out10m_pole4-5_qu5_20100412.jpg,1045,161,crustose_coralline_algae,
mcr_lter1_out17m_pole4-5_qu8_20080411.jpg,1889,170,off,
mcr_lter2_out17m_pole5-6_qu5_20090408.jpg,1094,1442,macroalgae,
mcr_lter2_fringingreef_pole1-2_qu3_20080404.jpg,1171,1066,porites,
mcr_lter2_out17m_pole4-5_qu5_20100406.jpg,135,1360,off,
mcr_lter2_fringingreef_pole3-4_qu4_20100411.jpg,1095,683,porites,
mcr_lter5_fringingreef_pole3-4_qu7_20080502.jpg,395,1092,porites,
mcr_lter3_fringingreef_pole5-6_qu1_20100413.jpg,1312,1068,sand,
mcr_lter4_out10m_pole1-2_qu5_20090407.jpg,39,152,macroalgae,
mcr_lter2_fringingreef_pole1-2_qu4_20080404.jpg,1408,1117,turf,
mcr_lter3_fringingreef_pole5-6_qu2_20100413.jpg,793,1065,sand,
mcr_lter4_out17m_pole5-6_qu2_20080407.jpg,1297,1700,turf,
mcr_lter3_fringingreef_pole2-3_qu3_20080503.jpg,337,1634,crustose_coralline_algae,
mcr_lter6_out10m_pole2-3_qu3_20090331.jpg,1817,621,crustose_coralline_algae,
mcr_lter2_fringingreef_pole5-6_qu5_20100411.jpg,393,1094,turf,
mcr_lter3_fringingreef_pole5-6_qu3_20090412.jpg,857,680,sand,
mcr_lter2_fringingreef_pole4-5_qu6_20080404.jpg,1625,437,porites,
mcr_lter2_fringingreef_pole2-3_qu3_20100411.jpg,715,1425,porites,
mcr_lter3_out10m_pole1-2_qu5_20090406.jpg,704,974,turf,
mcr_lter3_fringingreef_pole1-2_qu1_20080503.jpg,672,847,porites,
mcr_lter1_out10m_pole5-6_qu2_20100404.jpg,1302,543,macroalgae,
mcr_lter1_out17m_pole4-5_qu3_20090330.jpg,77,607,sand,
mcr_lter6_out17m_pole5-6_qu1_20090331.jpg,1252,469,crustose_coralline_algae,
mcr_lter5_out17m_pole1-2_qu7_20090410.jpg,1585,284,turf,
mcr_lter2_fringingreef_pole3-4_qu4_20090402.jpg,727,1804,porites,
mcr_lter5_out17m_pole1-2_qu8_20090410.jpg,49,857,off,
mcr_lter4_out17m_pole1-2_qu7_20090407.jpg,295,114,off,
mcr_lter5_fringingreef_pole1-2_qu1_20080502.jpg,555,1306,porites,
mcr_lter1_out17m_pole1-2_qu8_20100404.jpg,1704,1346,off,
mcr_lter1_fringingreef_pole5-6_qu8_20100411.jpg,1549,1283,sand,
mcr_lter6_out17m_pole5-6_qu4_20080406.jpg,687,1498,sand,
mcr_lter1_out10m_pole4-5_qu5_20100404.jpg,1615,195,macroalgae,
mcr_lter2_fringingreef_pole5-6_qu7_20090402.jpg,835,727,porites,
mcr_lter6_fringingreef_pole3-4_qu3_20100414.jpg,641,1096,turf,
mcr_lter5_fringingreef_pole3-4_qu7_20100414.jpg,303,1682,porites,
mcr_lter2_fringingreef_pole2-3_qu6_20090402.jpg,540,1334,porites,
mcr_lter6_fringingreef_pole4-5_qu1_20100414.jpg,805,909,macroalgae,
mcr_lter5_fringingreef_pole5-6_qu3_20090413.jpg,176,224,crustose_coralline_algae,
mcr_lter4_fringingreef_pole1-2_qu8_20100413.jpg,410,1301,sand,
mcr_lter3_fringingreef_pole3-4_qu1_20100413.jpg,1326,1613,off,
